DATE,DATE & TIME,SIDE,SYMBOL,QTY,PRICE,REALIZED P&L
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,4 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,4 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,27 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,18 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,2 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,2 ,110.46,
7/19/1991,1991-07-19-13.37.12.000000,BUY,NGUA,3 ,110.46,
7/19/1991,1991-07-19-20.59.31.000000,BUY,FYO,13 ,83.21,
7/19/1991,1991-07-19-20.59.31.000000,BUY,FYO,11 ,83.21,
7/19/1991,1991-07-19-20.59.55.000000,BUY,FNC,14 ,73.08,
7/19/1991,1991-07-19-21.03.42.000000,SELL,AGQBL,27 ,16.52,
7/19/1991,1991-07-19-21.03.42.000000,SELL,AGQBL,79 ,16.52,
7/22/1991,1991-07-22-09.41.16.000000,BUY,FCA,1000 ,27.91,
7/22/1991,1991-07-22-09.42.18.000000,BUY,OUV,1500 ,48.06,
7/22/1991,1991-07-22-09.44.30.000000,BUY,OUV,600 ,47.99,
7/22/1991,1991-07-22-09.45.23.000000,BUY,OUV,1000 ,48.00,
7/22/1991,1991-07-22-09.49.21.000000,BUY,PPHE,2100 ,7.76,
7/22/1991,1991-07-22-09.55.11.000000,BUY,OUV,1000 ,47.66,
7/22/1991,1991-07-22-10.22.36.000000,BUY,NQRF,500 ,42.75,
7/22/1991,1991-07-22-10.25.02.000000,BUY,OUV,500 ,47.81,
7/22/1991,1991-07-22-10.26.25.000000,SELL,RYAX,100 ,6.57,
7/22/1991,1991-07-22-10.26.25.000000,SELL,RYAX,9900 ,6.56,
7/22/1991,1991-07-22-10.29.13.000000,BUY,FCA,1000 ,27.78,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,31 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,4 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,3 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,3 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,22 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,14 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-10.30.18.000000,SELL,VOZ,2 ,194.84,
7/22/1991,1991-07-22-11.18.35.000000,BUY,NQRF,300 ,42.85,
7/22/1991,1991-07-22-11.20.10.000000,BUY,NQRF,200 ,42.95,
7/22/1991,1991-07-22-11.34.31.000000,BUY,ZBF,1 ,53.98,
7/22/1991,1991-07-22-11.34.31.000000,BUY,ZBF,3 ,53.98,
7/22/1991,1991-07-22-11.35.33.000000,SELL,RYAX,4800 ,6.52,
7/22/1991,1991-07-22-11.35.33.000000,SELL,RYAX,5200 ,6.52,
7/22/1991,1991-07-22-11.35.55.000000,SELL,UQ,1 ,79.82,
7/22/1991,1991-07-22-11.35.55.000000,SELL,UQ,4 ,79.82,
7/22/1991,1991-07-22-11.39.25.000000,BUY,Z,1 ,49.31,
7/22/1991,1991-07-22-11.39.25.000000,BUY,Z,3 ,49.31,
7/22/1991,1991-07-22-11.40.06.000000,SELL,PV,1 ,78.40,
7/22/1991,1991-07-22-11.40.06.000000,SELL,PV,4 ,78.40,
7/22/1991,1991-07-22-11.45.21.000000,BUY,OPE,1 ,113.50,
7/22/1991,1991-07-22-12.00.55.000000,BUY,NQRF,130 ,43.17,
7/22/1991,1991-07-22-12.35.29.000000,BUY,UNY,1000 ,45.30,
7/22/1991,1991-07-22-12.38.31.000000,BUY,FCA,1000 ,27.58,
7/22/1991,1991-07-22-12.39.27.000000,SELL,RYAX,100 ,6.53,
7/22/1991,1991-07-22-12.39.27.000000,SELL,RYAX,100 ,6.54,
7/22/1991,1991-07-22-12.39.27.000000,SELL,RYAX,500 ,6.52,
7/22/1991,1991-07-22-12.39.27.000000,SELL,RYAX,4100 ,6.53,
7/22/1991,1991-07-22-12.39.27.000000,SELL,RYAX,5200 ,6.53,
7/22/1991,1991-07-22-12.40.56.000000,BUY,FCA,1200 ,27.61,
7/22/1991,1991-07-22-12.40.56.000000,BUY,FCA,1300 ,27.61,
7/22/1991,1991-07-22-12.42.08.000000,SELL,NCH,3000 ,46.60,
7/22/1991,1991-07-22-13.26.19.000000,SELL,RYAX,10000 ,6.50,
7/22/1991,1991-07-22-14.02.10.000000,SELL,NCH,2500 ,46.62,
7/22/1991,1991-07-22-14.04.05.000000,SELL,NQRF,1000 ,42.50,
7/22/1991,1991-07-22-14.08.59.000000,SELL,RYAX,10000 ,6.49,
7/22/1991,1991-07-22-14.18.56.000000,BUY,YIJE,2000 ,0.60,
7/22/1991,1991-07-22-14.23.31.000000,BUY,YIJE,4694 ,0.60,
7/22/1991,1991-07-22-14.25.07.000000,BUY,YIJE,10000 ,0.55,
7/22/1991,1991-07-22-14.28.08.000000,BUY,YIJE,7485 ,0.59,
7/22/1991,1991-07-22-14.32.42.000000,SELL,SEC,3082 ,9.00,
10/17/1991,1991-07-22-14.41.53.000000,SELL,XXE,2000 ,22.10,
7/22/1991,1991-07-22-15.52.06.000000,BUY,YIJE,11450 ,0.50,
7/22/1991,1991-07-22-20.57.10.000000,SELL,FGK,35 ,47.03,
7/22/1991,1991-07-22-20.58.23.000000,SELL,RONL,19 ,52.06,
7/22/1991,1991-07-22-20.58.23.000000,SELL,RONL,17 ,52.06,
7/22/1991,1991-07-22-20.58.23.000000,SELL,AXR,11 ,63.01,
7/22/1991,1991-07-22-20.58.23.000000,SELL,AXR,10 ,63.01,
7/22/1991,1991-07-22-20.58.23.000000,BUY,FUJ,3 ,171.51,
7/22/1991,1991-07-22-20.58.23.000000,BUY,FUJ,2 ,171.51,
7/22/1991,1991-07-22-20.59.18.000000,SELL,UHJUL,34 ,21.84,
7/23/1991,1991-07-23-07.50.06.000000,BUY,PPHE,200 ,7.68,
7/23/1991,1991-07-23-09.35.57.000000,SELL,SEC,4833 ,9.02,
7/23/1991,1991-07-23-09.36.29.000000,BUY,NQRF,3000 ,43.20,
7/23/1991,1991-07-23-09.39.28.000000,BUY,NQRF,200 ,43.65,
7/23/1991,1991-07-23-09.43.18.000000,BUY,UNY,1000 ,45.85,
7/23/1991,1991-07-23-09.46.10.000000,BUY,OUV,500 ,48.32,
7/23/1991,1991-07-23-10.01.33.000000,BUY,NQRF,200 ,43.49,
7/23/1991,1991-07-23-10.01.33.000000,BUY,NQRF,300 ,43.64,
7/23/1991,1991-07-23-10.08.04.000000,SELL,RYAX,6275 ,6.50,
7/23/1991,1991-07-23-10.08.04.000000,SELL,RYAX,13725 ,6.50,
7/23/1991,1991-07-23-10.09.33.000000,BUY,NQRF,500 ,43.40,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,3 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,62 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,4 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,4 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,6 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,6 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,8 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,62 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,28 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,3 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,3 ,74.77,
7/23/1991,1991-07-23-10.10.34.000000,BUY,NKC,5 ,74.77,
7/23/1991,1991-07-23-10.10.41.000000,BUY,YIJE,5000 ,0.60,
7/23/1991,1991-07-23-10.14.07.000000,BUY,EVB,18 ,45.80,
7/23/1991,1991-07-23-10.26.02.000000,BUY,NQRF,1000 ,43.40,
7/23/1991,1991-07-23-10.31.44.000000,BUY,PPHE,630 ,7.80,
7/23/1991,1991-07-23-10.31.44.000000,BUY,PPHE,2370 ,7.70,
7/23/1991,1991-07-23-10.33.05.000000,SELL,ONFSL,2 ,92.10,
7/23/1991,1991-07-23-10.42.14.000000,BUY,PPHE,1000 ,7.84,
7/23/1991,1991-07-23-10.49.33.000000,BUY,PPHE,1000 ,7.84,
7/23/1991,1991-07-23-10.51.00.000000,BUY,UX,100 ,5.86,
7/23/1991,1991-07-23-10.51.00.000000,BUY,UX,3900 ,5.86,
7/23/1991,1991-07-23-10.53.07.000000,SELL,RYAX,900 ,6.43,
7/23/1991,1991-07-23-10.53.07.000000,SELL,RYAX,2924 ,6.46,
7/23/1991,1991-07-23-10.53.07.000000,SELL,RYAX,6176 ,6.43,
7/23/1991,1991-07-23-10.54.23.000000,BUY,OUV,1000 ,47.93,
7/23/1991,1991-07-23-10.55.07.000000,BUY,UNY,1000 ,45.75,
7/23/1991,1991-07-23-10.55.59.000000,BUY,UNY,1000 ,45.71,
7/23/1991,1991-07-23-10.57.03.000000,BUY,OUV,500 ,47.91,
7/23/1991,1991-07-23-10.58.37.000000,BUY,UNY,300 ,45.75,
7/23/1991,1991-07-23-11.16.25.000000,BUY,NQRF,500 ,42.76,
7/23/1991,1991-07-23-11.21.45.000000,BUY,YIJE,10000 ,0.60,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,4 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,73 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,6 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,4 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,10 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,6 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,6 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,50 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,33 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,5 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,5 ,55.44,
7/23/1991,1991-07-23-11.24.28.000000,SELL,JSZ,5 ,55.44,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,6 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,98 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,7 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,6 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,13 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,9 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,9 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,68 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,44 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,5 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,5 ,41.52,
7/23/1991,1991-07-23-11.28.58.000000,BUY,NEZU,7 ,41.52,
7/23/1991,1991-07-23-11.29.07.000000,SELL,RYAX,100 ,6.42,
7/23/1991,1991-07-23-11.29.07.000000,SELL,RYAX,4200 ,6.41,
7/23/1991,1991-07-23-11.29.07.000000,SELL,RYAX,5700 ,6.41,
7/23/1991,1991-07-23-11.40.17.000000,BUY,NQRF,500 ,42.35,
7/23/1991,1991-07-23-11.49.47.000000,BUY,UNY,1000 ,45.85,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,22 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,22 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,454 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,25 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,5 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,2 ,31.89,
7/23/1991,1991-07-23-11.49.49.000000,BUY,OEPZ,3 ,31.89,
7/23/1991,1991-07-23-12.55.15.000000,BUY,PON,1000 ,20.76,
7/23/1991,1991-07-23-12.56.11.000000,BUY,UNY,500 ,45.74,
7/23/1991,1991-07-23-12.56.53.000000,BUY,OUV,500 ,47.98,
7/23/1991,1991-07-23-12.58.49.000000,BUY,PON,1000 ,20.77,
7/23/1991,1991-07-23-12.59.25.000000,BUY,UNY,500 ,45.67,
7/23/1991,1991-07-23-13.00.07.000000,BUY,OUV,500 ,47.97,
7/23/1991,1991-07-23-13.01.36.000000,BUY,PPHE,1500 ,7.84,
7/23/1991,1991-07-23-13.06.20.000000,BUY,RONL,1000 ,51.69,
7/23/1991,1991-07-23-13.21.49.000000,SELL,SEC,2000 ,9.09,
7/23/1991,1991-07-23-13.29.56.000000,SELL,SEC,1000 ,9.10,
7/23/1991,1991-07-23-14.12.00.000000,BUY,PPHE,1500 ,7.83,
7/23/1991,1991-07-23-14.40.47.000000,SELL,SEC,989 ,9.00,
7/23/1991,1991-07-23-14.40.47.000000,SELL,SEC,11 ,9.09,
7/23/1991,1991-07-23-14.42.33.000000,BUY,ZEIP,250 ,9.02,
7/23/1991,1991-07-23-14.44.07.000000,SELL,RYAX,10000 ,6.42,
7/23/1991,1991-07-23-14.45.50.000000,BUY,NQRF,100 ,43.00,
7/23/1991,1991-07-23-14.45.50.000000,BUY,NQRF,400 ,42.92,
7/23/1991,1991-07-23-15.02.43.000000,BUY,ZEIP,250 ,9.10,
7/23/1991,1991-07-23-15.03.56.000000,BUY,ZEIP,250 ,9.38,
7/23/1991,1991-07-23-15.07.56.000000,BUY,ZEIP,250 ,9.50,
7/23/1991,1991-07-23-15.09.14.000000,BUY,ZEIP,500 ,9.52,
7/23/1991,1991-07-23-15.28.55.000000,BUY,PNZ,700 ,64.72,
7/23/1991,1991-07-23-15.28.55.000000,BUY,PNZ,800 ,64.73,
7/23/1991,1991-07-23-15.59.30.000000,BUY,ZVAV,35 ,34.56,
7/23/1991,1991-07-23-15.59.30.000000,BUY,CVE,55 ,23.29,
7/23/1991,1991-07-23-15.59.31.000000,BUY,CRO,45 ,27.76,
7/23/1991,1991-07-23-15.59.31.000000,SELL,FOAL,35 ,91.21,
7/23/1991,1991-07-23-21.11.14.000000,SELL,TJJ,4 ,257.82,
7/23/1991,1991-07-23-21.11.14.000000,SELL,TJJ,3 ,257.82,
7/23/1991,1991-07-23-21.11.15.000000,SELL,OHQ,4 ,88.33,
7/23/1991,1991-07-23-21.11.15.000000,SELL,OHQ,4 ,88.33,
7/23/1991,1991-07-23-21.11.15.000000,BUY,YZG,7 ,118.20,
7/23/1991,1991-07-23-21.11.15.000000,BUY,YZG,6 ,118.20,
7/23/1991,1991-07-23-21.11.15.000000,BUY,HAU,10 ,72.19,
7/23/1991,1991-07-23-21.11.15.000000,BUY,HAU,8 ,72.19,
7/23/1991,1991-07-23-21.15.10.000000,BUY,OFOE,42 ,6.42,
7/23/1991,1991-07-23-21.15.10.000000,BUY,OFOE,151 ,6.42,
7/24/1991,1991-07-24-09.19.43.000000,BUY,YIJE,5000 ,0.59,
7/24/1991,1991-07-24-09.41.51.000000,SELL,OCSU,5000 ,11.27,
7/24/1991,1991-07-24-09.45.36.000000,SELL,ASYK,500 ,247.28,
7/24/1991,1991-07-24-09.46.56.000000,BUY,ZEIP,250 ,9.35,
7/24/1991,1991-07-24-09.48.24.000000,SELL,OCSU,5000 ,11.27,
7/24/1991,1991-07-24-09.55.51.000000,SELL,RYAX,10000 ,6.36,
7/24/1991,1991-07-24-09.56.51.000000,SELL,FYI,3500 ,19.60,
7/24/1991,1991-07-24-09.56.51.000000,SELL,FYI,6500 ,19.60,
7/24/1991,1991-07-24-10.05.30.000000,SELL,RYAX,4000 ,6.35,
7/24/1991,1991-07-24-10.05.30.000000,SELL,RYAX,6000 ,6.35,
7/24/1991,1991-07-24-10.07.48.000000,BUY,PNZ,200 ,63.11,
7/24/1991,1991-07-24-10.07.48.000000,BUY,PNZ,800 ,63.10,
7/24/1991,1991-07-24-10.08.35.000000,BUY,PNZ,250 ,63.14,
7/24/1991,1991-07-24-10.13.05.000000,BUY,PNZ,500 ,63.16,
7/24/1991,1991-07-24-10.14.01.000000,SELL,UX,2500 ,5.60,
7/24/1991,1991-07-24-10.14.41.000000,BUY,PNZ,250 ,63.08,
7/24/1991,1991-07-24-10.15.29.000000,BUY,PNZ,750 ,63.11,
7/24/1991,1991-07-24-10.18.11.000000,SELL,ZBA,23 ,101.91,
7/24/1991,1991-07-24-10.18.11.000000,SELL,ZBA,23 ,101.91,
7/24/1991,1991-07-24-10.18.11.000000,SELL,ZBA,50 ,101.91,
7/24/1991,1991-07-24-10.19.48.000000,BUY,NXNZ,200 ,44.74,
7/24/1991,1991-07-24-10.19.48.000000,BUY,NXNZ,800 ,44.74,
7/24/1991,1991-07-24-11.13.38.000000,BUY,JSP,21 ,44.49,
7/24/1991,1991-07-24-11.13.38.000000,BUY,JSP,17 ,44.49,
7/24/1991,1991-07-24-11.13.38.000000,BUY,JSP,17 ,44.49,
7/24/1991,1991-07-24-11.13.38.000000,BUY,JSP,25 ,44.49,
7/24/1991,1991-07-24-11.16.29.000000,SELL,WAW,9 ,91.85,
7/24/1991,1991-07-24-11.16.29.000000,SELL,WAW,8 ,91.85,
7/24/1991,1991-07-24-11.16.29.000000,SELL,WAW,8 ,91.85,
7/24/1991,1991-07-24-11.16.29.000000,SELL,WAW,11 ,91.85,
7/24/1991,1991-07-24-11.42.51.000000,BUY,YB,22 ,44.68,
7/24/1991,1991-07-24-11.42.51.000000,BUY,YB,16 ,44.68,
7/24/1991,1991-07-24-11.42.51.000000,BUY,YB,16 ,44.68,
7/24/1991,1991-07-24-11.42.51.000000,BUY,YB,25 ,44.68,
7/24/1991,1991-07-24-11.54.54.000000,SELL,FGG,13 ,70.10,
7/24/1991,1991-07-24-11.54.54.000000,SELL,FGG,11 ,70.10,
7/24/1991,1991-07-24-11.54.54.000000,SELL,FGG,11 ,70.10,
7/24/1991,1991-07-24-11.54.54.000000,SELL,FGG,15 ,70.10,
7/24/1991,1991-07-24-12.06.47.000000,BUY,PNZ,200 ,62.79,
7/24/1991,1991-07-24-12.06.47.000000,BUY,PNZ,800 ,62.78,
7/24/1991,1991-07-24-12.30.04.000000,SELL,RYAX,1300 ,6.33,
7/24/1991,1991-07-24-12.30.04.000000,SELL,RYAX,2700 ,6.34,
7/24/1991,1991-07-24-12.30.04.000000,SELL,RYAX,6000 ,6.33,
7/24/1991,1991-07-24-12.47.47.000000,BUY,ZEIP,800 ,9.47,
7/24/1991,1991-07-24-12.47.47.000000,BUY,ZEIP,1700 ,9.57,
7/24/1991,1991-07-24-12.54.37.000000,BUY,FCA,1000 ,26.89,
7/24/1991,1991-07-24-12.55.28.000000,BUY,PNZ,400 ,63.06,
7/24/1991,1991-07-24-12.56.16.000000,BUY,OUV,600 ,47.54,
7/24/1991,1991-07-24-12.57.24.000000,BUY,UNY,600 ,44.91,
7/24/1991,1991-07-24-13.06.01.000000,BUY,ZEIP,250 ,9.76,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,4 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,75 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,5 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,5 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,10 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,7 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,6 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,52 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,35 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,5 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,5 ,39.47,
7/24/1991,1991-07-24-13.29.11.000000,BUY,NEZU,5 ,39.47,
7/24/1991,1991-07-24-14.04.55.000000,BUY,PPHE,700 ,7.79,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,3 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,51 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,4 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,3 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,7 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,5 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,5 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,35 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,24 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,3 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,3 ,72.43,
7/24/1991,1991-07-24-14.11.41.000000,SELL,HAU,4 ,72.43,
7/24/1991,1991-07-24-14.35.57.000000,BUY,NXNZ,1500 ,44.02,
7/24/1991,1991-07-24-15.05.38.000000,BUY,ZEIP,250 ,9.79,
7/24/1991,1991-07-24-15.30.24.000000,SELL,RYAX,10000 ,6.27,
7/24/1991,1991-07-24-15.59.30.000000,SELL,HZCD,85 ,16.99,
7/24/1991,1991-07-24-15.59.30.000000,BUY,ICST,65 ,21.55,
7/24/1991,1991-07-24-15.59.41.000000,SELL,FVIO,25 ,90.16,
7/24/1991,1991-07-24-21.29.47.000000,BUY,NFZY,13 ,88.95,
7/24/1991,1991-07-24-21.29.47.000000,BUY,NFZY,12 ,88.95,
7/24/1991,1991-07-24-21.29.47.000000,SELL,OHQ,11 ,89.41,
7/24/1991,1991-07-24-21.29.47.000000,SELL,OHQ,9 ,89.41,
7/24/1991,1991-07-24-21.29.47.000000,BUY,PC,6 ,122.56,
7/24/1991,1991-07-24-21.29.47.000000,BUY,PC,4 ,122.56,
7/24/1991,1991-07-24-21.29.47.000000,BUY,LUBB,17 ,27.33,
7/24/1991,1991-07-24-21.29.47.000000,BUY,LUBB,15 ,27.33,
7/25/1991,1991-07-25-07.33.03.000000,SELL,ZEIP,11000 ,10.00,
7/25/1991,1991-07-25-07.40.38.000000,SELL,FSY,10000 ,15.85,
7/29/1991,1991-07-25-07.45.57.000000,SELL,NZEA,4200 ,5.40,
7/25/1991,1991-07-25-07.49.21.000000,SELL,NQRF,100 ,43.00,
7/25/1991,1991-07-25-09.10.12.000000,BUY,PNZ,1000 ,59.32,
7/25/1991,1991-07-25-09.10.50.000000,BUY,PNZ,500 ,59.32,
7/25/1991,1991-07-25-09.27.05.000000,BUY,PNZ,250 ,59.32,
7/25/1991,1991-07-25-09.31.35.000000,BUY,PNZ,3000 ,59.32,
7/25/1991,1991-07-25-09.33.24.000000,BUY,PNZ,4000 ,59.32,
7/25/1991,1991-07-25-09.47.57.000000,BUY,PNZ,100 ,59.99,
7/25/1991,1991-07-25-09.47.57.000000,BUY,PNZ,400 ,59.99,
7/25/1991,1991-07-25-09.51.19.000000,BUY,PNZ,100 ,60.00,
7/25/1991,1991-07-25-09.51.19.000000,BUY,PNZ,100 ,60.00,
7/25/1991,1991-07-25-09.51.19.000000,BUY,PNZ,800 ,60.00,
7/25/1991,1991-07-25-10.20.28.000000,BUY,PFPB,2 ,25.55,
7/25/1991,1991-07-25-10.20.28.000000,BUY,PFPB,6 ,25.55,
7/25/1991,1991-07-25-10.21.30.000000,BUY,RBT,1 ,146.81,
7/25/1991,1991-07-25-10.21.46.000000,BUY,RZP,2 ,26.59,
7/25/1991,1991-07-25-10.21.46.000000,BUY,RZP,8 ,26.59,
7/25/1991,1991-07-25-10.22.05.000000,BUY,BKL,1 ,90.65,
7/25/1991,1991-07-25-10.24.27.000000,SELL,XZV,1 ,38.67,
7/25/1991,1991-07-25-10.24.27.000000,SELL,XZV,4 ,38.67,
7/25/1991,1991-07-25-10.25.02.000000,BUY,MVBA,1 ,29.93,
7/25/1991,1991-07-25-10.25.19.000000,SELL,ZEX,4 ,47.70,
7/25/1991,1991-07-25-10.25.19.000000,SELL,ZEX,15 ,47.70,
7/25/1991,1991-07-25-10.26.05.000000,SELL,PV,1 ,77.56,
7/25/1991,1991-07-25-10.26.05.000000,SELL,PV,2 ,77.56,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,61 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,976 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,72 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,62 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,131 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,88 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,87 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,680 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,447 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,57 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,57 ,32.97,
7/25/1991,1991-07-25-12.07.08.000000,BUY,SO,67 ,32.97,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,7 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,112 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,8 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,7 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,15 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,10 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,10 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,78 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,51 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,7 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,7 ,89.50,
7/25/1991,1991-07-25-12.25.29.000000,BUY,SSVI,8 ,89.50,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,31 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,503 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,37 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,32 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,62 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,45 ,43.52,
7/25/1991,1991-07-25-12.45.25.000000,SELL,JSP,45 ,43.52,
